Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
3925,20201111:0800,19.5,24,5.3,24,1.6,24,12.4,-,24,D
3925,20201112:0800,23.4,24,7.2,24,3.1,24,15.3,-,24,D
3925,20201113:0800,22.6,24,9.6,24,5.4,24,16.1,-,24,D
3925,20201114:0800,22.3,24,10.2,24,10.4,24,16.3,-,24,D
3925,20201115:0800,20,24,7.2,24,3.5,24,13.6,-,24,D
3925,20201116:0800,22.8,24,11.9,24,11.8,24,17.4,-,24,D
3925,20201117:0800,21.4,24,8.1,24,6.2,24,14.8,-,24,D
3925,20201118:0800,21.6,24,12.9,24,12.5,24,17.3,-,24,D
3925,20201119:0800,17.8,24,6.2,24,3.5,24,12,-,24,D
3925,20201120:0800,22.1,24,6,24,2.9,24,14.1,-,24,D
3925,20201121:0800,22.7,24,10,24,7.1,24,16.4,-,24,D
3925,20201122:0800,17.5,24,6.6,24,3.9,24,12.1,-,24,D
3925,20201123:0800,19.8,24,4.9,24,1.1,24,12.4,-,24,D
3925,20201124:0800,19,24,6.4,24,4.7,24,12.7,-,24,D
3925,20201125:0800,20.3,24,10.1,24,9.3,24,15.2,-,24,D
3925,20201126:0800,20.6,24,7.1,24,3.2,24,13.9,-,24,D
3925,20201127:0800,26.5,24,9,24,6.3,24,17.8,-,24,D
3925,20201128:0800,18.2,24,3.6,24,1,24,10.9,-,24,D
3925,20201129:0800,20.1,24,9,24,8.8,24,14.6,-,24,D
3925,20201130:0800,24,24,11.1,24,10.2,24,17.6,-,24,D
3925,20201201:0800,15.6,24,5.9,24,2.2,24,10.8,-,24,D
3925,20201202:0800,23.8,24,11.4,24,9.8,24,17.6,-,24,D
3925,20201203:0800,19.3,24,9.4,24,7.2,24,14.4,-,24,D
3925,20201204:0800,17.3,24,8.5,24,5.2,24,12.9,-,24,D
3925,20201205:0800,17,24,10,24,7.3,24,13.5,-,24,D
3925,20201206:0800,15.7,24,8.4,24,5.4,24,12.1,-,24,D
3925,20201207:0800,19.5,24,11.2,24,11,24,15.4,-,24,D
3925,20201208:0800,23.7,24,14.3,24,14.4,24,19,-,24,D
3925,20201209:0800,21.7,24,12,24,12.2,24,16.9,-,24,D
3925,20201210:0800,20.1,24,12.2,24,11.1,24,16.2,-,24,D
3925,20201211:0800,23.3,24,11.4,24,8.3,24,17.4,-,24,D
3925,20201212:0800,14.8,24,8.2,24,8.2,24,11.5,-,24,D
3925,20201213:0800,15.2,24,9.1,24,9.6,24,12.2,-,24,D
3925,20201214:0800,20.8,24,11.2,24,7.7,24,16,-,24,D
3925,20201215:0800,24.7,24,13.5,24,13.8,24,19.1,-,24,D
3925,20201216:0800,24.4,24,11.3,24,9,24,17.9,-,24,D
3925,20201217:0800,23.9,24,10.4,24,8,24,17.2,-,24,D
3925,20201218:0800,25.8,24,14.1,24,11,24,20,-,24,D
3925,20201219:0800,24.7,24,12.3,24,8.5,24,18.5,-,24,D
3925,20201220:0800,23.5,24,13.2,24,11.6,24,18.4,-,24,D
3925,20201221:0800,23.5,24,14.4,24,12.8,24,19,-,24,D
3925,20201222:0800,22.1,24,13.3,24,13.2,24,17.7,-,24,D
3925,20201223:0800,23.1,24,13.8,24,13.8,24,18.5,-,24,D
3925,20201224:0800,16.8,24,14,24,12.6,24,15.4,-,24,D
3925,20201225:0800,20.8,24,9.3,24,6.6,24,15.1,-,24,D
3925,20201226:0800,18.8,24,6.9,24,4.7,24,12.9,-,24,D
3925,20201227:0800,19.5,24,4.7,24,3.4,24,12.1,-,24,D
3925,20201228:0800,18.3,24,3.6,24,1,24,11,-,24,D
3925,20201229:0800,21.7,24,7.1,24,4.3,24,14.4,-,24,D
3925,20201230:0800,22.4,24,7.6,24,5.4,24,15,-,24,D
3925,20201231:0800,25.8,24,10.2,24,8.8,24,18,-,24,D
3925,20210101:0800,25.9,24,10.8,24,7.6,24,18.4,-,24,D
3925,20210102:0800,23.9,24,14.8,24,14.6,24,19.4,-,24,D
3925,20210103:0800,20.4,24,11.1,24,10,24,15.8,-,24,D
3925,20210104:0800,17.4,24,9.3,24,6.6,24,13.4,-,24,D
3925,20210105:0800,23.7,24,9.7,24,5.8,24,16.7,-,24,D
3925,20210106:0800,21,24,12,24,14.9,24,16.5,-,24,D
3925,20210107:0800,27.1,24,15,24,12.1,24,21.1,-,24,D
3925,20210108:0800,23.9,24,10,24,6.8,24,17,-,24,D
3925,20210109:0800,24.6,24,15.6,24,14.8,24,20.1,-,24,D
3925,20210110:0800,24.1,24,11.8,24,7.7,24,18,-,24,D
3925,20210111:0800,21.4,24,12.1,24,8.8,24,16.8,-,24,D
3925,20210112:0800,23.9,24,9.6,24,7,24,16.8,-,24,D
3925,20210113:0800,26.3,24,9.5,24,5.8,24,17.9,-,24,D
3925,20210114:0800,26.9,24,12.1,24,8.9,24,19.5,-,24,D
3925,20210115:0800,27.3,24,14,24,10.2,24,20.7,-,24,D
3925,20210116:0800,26.6,24,13.8,24,12.8,24,20.2,-,24,D
3925,20210117:0800,29,24,14.6,24,12.7,24,21.8,-,24,D
3925,20210118:0800,21.1,24,10.2,24,9.9,24,15.7,-,24,D
3925,20210119:0800,16.1,24,10.6,24,8.9,24,13.4,-,24,D
3925,20210120:0800,17.6,24,7,24,6.7,24,12.3,-,24,D
3925,20210121:0800,11.2,24,7.7,24,7.8,24,9.5,-,24,D
3925,20210122:0800,13.1,24,8.7,24,9.2,24,10.9,-,24,D
3925,20210123:0800,18.7,24,9.5,24,6.7,24,14.1,-,24,D
3925,20210124:0800,18.8,24,11.4,24,10,24,15.1,-,24,D
3925,20210125:0800,20.4,24,10.9,24,9.4,24,15.7,-,24,D
3925,20210126:0800,24,24,9.8,24,7.1,24,16.9,-,24,D
3925,20210127:0800,28.4,24,12.3,24,10.9,24,20.4,-,24,D
3925,20210128:0800,30.9,24,12.3,24,10.1,24,21.6,-,24,D
3925,20210129:0800,17.4,24,7.3,24,4.5,24,12.4,-,24,D
3925,20210130:0800,20.5,24,4.8,24,1.6,24,12.7,-,24,D
3925,20210131:0800,22.7,24,7.4,24,4.1,24,15.1,-,24,D
3925,20210201:0800,24.6,24,8.2,24,5.7,24,16.4,-,24,D
3925,20210202:0800,26.2,24,11.9,24,8.1,24,19.1,-,24,D
3925,20210203:0800,27.4,24,9.5,24,7,24,18.5,-,24,D
3925,20210204:0800,26.6,24,10.4,24,6.5,24,18.5,-,24,D
3925,20210205:0800,27.4,24,10.1,24,7.7,24,18.8,-,24,D
3925,20210206:0800,26.4,24,11.9,24,8.1,24,19.2,-,24,D
3925,20210207:0800,25.4,24,11.2,24,8.2,24,18.3,-,24,D
3925,20210208:0800,27.5,24,10.8,24,6.4,24,19.2,-,24,D
3925,20210209:0800,23.8,24,14.1,24,12.4,24,19,-,24,D
3925,20210210:0800,19.9,24,11.3,24,10.4,24,15.6,-,24,D
3925,20210211:0800,19.4,24,7.8,24,5.7,24,13.6,-,24,D
3925,20210212:0800,18.9,24,8,24,5.9,24,13.5,-,24,D
3925,20210213:0800,23.3,24,7.3,24,4.3,24,15.3,-,24,D
3925,20210214:0800,22.2,24,9.8,24,7.1,24,16,-,24,D
3925,20210215:0800,22.1,24,9.7,24,7.5,24,15.9,-,24,D
3925,20210216:0800,25,24,10.8,24,6.8,24,17.9,-,24,D
3925,20210217:0800,21.3,24,4.9,24,1.5,24,13.1,-,24,D
3925,20210218:0800,25.3,24,9.1,24,7.1,24,17.2,-,24,D
3925,20210219:0800,25.2,24,10.1,24,8.1,24,17.7,-,24,D
3925,20210220:0800,26.3,24,11.1,24,8.1,24,18.7,-,24,D
3925,20210221:0800,27.2,24,7.5,24,5.5,24,17.4,-,24,D
3925,20210222:0800,28.1,24,6.8,24,4.1,24,17.5,-,24,D
3925,20210223:0800,27.6,24,10.2,24,8.8,24,18.9,-,24,D
3925,20210224:0800,23.6,24,14,24,15.1,24,18.8,-,24,D
3925,20210225:0800,20.4,24,15.5,24,15.6,24,18,-,24,D
3925,20210226:0800,23.4,24,15.8,24,15.8,24,19.6,-,24,D
3925,20210227:0800,25.5,24,15.8,24,15.7,24,20.7,-,24,D
3925,20210228:0800,26.8,24,13.2,24,11.3,24,20,-,24,D
3925,20210301:0800,25.4,24,14.4,24,13.8,24,19.9,-,24,D
3925,20210302:0800,20.4,24,14.6,24,14.4,24,17.5,-,24,D
3925,20210303:0800,20.6,24,14.9,24,14.2,24,17.8,-,24,D
3925,20210304:0800,20,24,11.8,24,9.4,24,15.9,-,24,D
3925,20210305:0800,18.5,24,8.2,24,5.6,24,13.4,-,24,D
3925,20210306:0800,18.9,24,8.6,24,6.9,24,13.8,-,24,D
3925,20210307:0800,19.7,24,9,24,7.3,24,14.4,-,24,D
3925,20210308:0800,18.9,24,9.7,24,9.7,24,14.3,-,24,D
3925,20210309:0800,15.5,24,10.4,24,9.7,24,13,-,24,D
3925,20210310:0800,19.2,24,11.6,24,10.3,24,15.4,-,24,D
3925,20210311:0800,21.2,24,11.4,24,9.2,24,16.3,-,24,D
3925,20210312:0800,23.8,24,12.4,24,11.2,24,18.1,-,24,D
3925,20210313:0800,23.9,24,10.5,24,8.4,24,17.2,-,24,D
3925,20210314:0800,23.4,24,9.8,24,7.4,24,16.6,-,24,D
3925,20210315:0800,24.1,24,7.5,24,4.5,24,15.8,-,24,D
3925,20210316:0800,17.8,24,10.1,24,11.5,24,14,-,24,D
3925,20210317:0800,17.9,24,4.7,24,2.7,24,11.3,-,24,D
3925,20210318:0800,20.7,24,6,24,2.9,24,13.4,-,24,D
3925,20210319:0800,21.6,24,8.9,24,6.9,24,15.3,-,24,D
3925,20210320:0800,23.7,24,11.5,24,8.2,24,17.6,-,24,D
3925,20210321:0800,19.3,24,9.8,24,6.4,24,14.6,-,24,D
3925,20210322:0800,22.8,24,10.4,24,7.7,24,16.6,-,24,D
3925,20210323:0800,19.8,24,11.6,24,12.4,24,15.7,-,24,D
3925,20210324:0800,22.1,24,10.4,24,7.4,24,16.3,-,24,D
3925,20210325:0800,22.4,24,9.5,24,6.7,24,16,-,24,D
3925,20210326:0800,23,24,8.8,24,5.4,24,15.9,-,24,D
3925,20210327:0800,22.8,24,10.1,24,6.4,24,16.5,-,24,D
3925,20210328:0800,20.8,24,13,24,15.2,24,16.9,-,24,D
3925,20210329:0800,18.8,24,13.8,24,12.9,24,16.3,-,24,D
3925,20210330:0800,19.8,24,10.7,24,9,24,15.3,-,24,D
3925,20210331:0800,24.2,24,10.5,24,8.7,24,17.4,-,24,D
3925,20210401:0800,23.6,24,9.5,24,6.5,24,16.6,-,24,D
3925,20210402:0800,21.8,24,7.7,24,5.7,24,14.8,-,24,D
3925,20210403:0800,14.5,24,5.5,24,3.2,24,10,-,24,D
3925,20210404:0900,19.7,24,6.2,24,6.3,24,13,-,24,D
3925,20210405:0900,18.7,24,9.5,24,10.3,24,14.1,-,24,D
3925,20210406:0900,22.8,24,9.9,24,7.3,24,16.4,-,24,D
3925,20210407:0900,19,24,7.8,24,6.6,24,13.4,-,24,D
3925,20210408:0900,22.8,24,6.1,24,3,24,14.5,-,24,D
3925,20210409:0900,21.4,24,6,24,2.8,24,13.7,-,24,D
3925,20210410:0900,19.4,24,9.9,24,11.5,24,14.7,-,24,D
3925,20210411:0900,17.9,24,13.4,24,12.2,24,15.7,-,24,D
3925,20210412:0900,18.2,24,11.3,24,9.2,24,14.8,-,24,D
3925,20210413:0900,17.3,24,12.4,24,11.5,24,14.9,-,24,D
3925,20210414:0900,14.2,24,5.7,24,2.7,24,10,-,24,D
3925,20210415:0900,18.2,24,7.4,24,4,24,12.8,-,24,D
3925,20210416:0900,14.9,24,9.4,24,7.3,24,12.2,-,24,D
3925,20210417:0900,17.2,24,6,24,2.8,24,11.6,-,24,D
3925,20210418:0900,16.6,24,7.3,24,4.9,24,12,-,24,D
3925,20210419:0900,14.3,24,7.8,24,7.5,24,11.1,-,24,D
3925,20210420:0900,17.7,24,7.9,24,5,24,12.8,-,24,D
3925,20210421:0900,13.9,24,9.1,24,9.3,24,11.5,-,24,D
3925,20210422:0900,18.1,24,5.4,24,1.8,24,11.8,-,24,D
3925,20210423:0900,18.2,24,7.8,24,5.6,24,13,-,24,D
3925,20210424:0900,14.5,24,8.1,24,5.2,24,11.3,-,24,D
3925,20210425:0900,17,24,6.1,24,2.1,24,11.6,-,24,D
3925,20210426:0900,14.4,24,5.1,24,3,24,9.8,-,24,D
3925,20210427:0900,13.6,24,6.2,24,4.3,24,9.9,-,24,D
3925,20210428:0900,13.6,24,2.3,24,-1.4,24,8,-,24,D
3925,20210429:0900,14.7,24,2.3,24,0.1,24,8.5,-,24,D
3925,20210430:0900,15.8,24,4.3,24,6.1,24,10.1,-,24,D
3925,20210501:0900,14.8,24,6.3,24,2,24,10.6,-,24,D
3925,20210502:0900,17.3,24,4.5,24,2.6,24,10.9,-,24,D
3925,20210503:0900,15.6,24,1.3,24,-1,24,8.5,-,24,D
3925,20210504:0900,14.5,24,4,24,2.2,24,9.3,-,24,D
3925,20210505:0900,14.8,24,8,24,5.8,24,11.4,-,24,D
3925,20210506:0900,18.3,24,10.1,24,9,24,14.2,-,24,D
3925,20210507:0900,18,24,5.4,24,4.1,24,11.7,-,24,D
3925,20210508:0900,15.8,24,6.7,24,6.1,24,11.3,-,24,D
3925,20210509:0900,17.2,24,10.1,24,11.3,24,13.7,-,24,D
3925,20210510:0900,20.4,24,13.2,24,13,24,16.8,-,24,D
3925,20210511:0900,18.4,24,14.1,24,14.7,24,16.3,-,24,D
3925,20210512:0900,18.2,24,7.3,24,7.2,24,12.8,-,24,D
3925,20210513:0900,12.9,24,-1,24,-3.8,24,6,-,24,D
3925,20210514:0900,11.9,24,-1.2,24,-2.9,24,5.4,-,24,D
3925,20210515:0900,12.3,24,0.1,24,1.2,24,6.2,-,24,D
3925,20210516:0900,16.7,24,6.8,24,3.7,24,11.8,-,24,D
3925,20210517:0900,13.1,24,8.1,24,7.2,24,10.6,-,24,D
3925,20210518:0900,12.8,24,4.7,24,2.8,24,8.8,-,24,D
3925,20210519:0900,8.2,24,4.7,24,4.7,24,6.5,-,24,D
3925,20210520:0900,10.9,24,6.9,24,8.3,24,8.9,-,24,D
3925,20210521:0900,14.3,24,4,24,0.6,24,9.2,-,24,D
3925,20210522:0900,13.4,24,5.4,24,5.7,24,9.4,-,24,D
3925,20210523:0900,14.4,24,1.8,24,-0.3,24,8.1,-,24,D
3925,20210524:0900,11.1,24,0.2,24,-1.1,24,5.7,-,24,D
3925,20210525:0900,16.2,24,-1.3,24,-5.2,24,7.5,-,24,D
3925,20210526:0900,12.6,24,-2.5,24,-5.3,24,5.1,-,24,D
3925,20210527:0900,10.7,24,-1.9,24,-4,24,4.4,-,24,D
3925,20210528:0900,10.5,24,-0.7,24,-0.2,24,4.9,-,24,D
3925,20210529:0900,10.7,24,4.9,24,3.6,24,7.8,-,24,D
3925,20210530:0900,9.6,24,4.9,24,3.7,24,7.3,-,24,D
3925,20210531:0900,8.4,24,4.9,24,2.2,24,6.7,-,24,D
3925,20210601:0900,12.7,24,0.7,24,-1.1,24,6.7,-,24,D
3925,20210602:0900,13.6,24,1.2,24,-0.6,24,7.4,-,24,D
3925,20210603:0900,13.5,24,1,24,-1,24,7.3,-,24,D
3925,20210604:0900,10.9,24,2.3,24,-0.9,24,6.6,-,24,D
3925,20210605:0900,9,24,3.5,24,1.8,24,6.3,-,24,D
3925,20210606:0900,13.6,24,5.2,24,6.2,24,9.4,-,24,D
3925,20210607:0900,13.4,24,9.8,24,9.6,24,11.6,-,24,D
3925,20210608:0900,13.2,24,5.3,24,4.7,24,9.3,-,24,D
3925,20210609:0900,14,24,2.4,24,1.6,24,8.2,-,24,D
3925,20210610:0900,12,24,2.7,24,1,24,7.4,-,24,D
3925,20210611:0900,13.7,24,3.4,24,0.8,24,8.6,-,24,D
3925,20210612:0900,12.3,24,6.6,24,3.5,24,9.5,-,24,D
3925,20210613:0900,12.8,24,7.9,24,7.7,24,10.4,-,24,D
3925,20210614:0900,14.3,24,10.2,24,10.9,24,12.3,-,24,D
3925,20210615:0900,15.6,24,8.8,24,6.8,24,12.2,-,24,D
3925,20210616:0900,15,24,9.7,24,7.4,24,12.4,-,24,D
3925,20210617:0900,14.1,24,8.6,24,7.1,24,11.4,-,24,D
3925,20210618:0900,13.8,24,5.7,24,5.8,24,9.8,-,24,D
3925,20210619:0900,12.4,24,0.6,24,-1.6,24,6.5,-,24,D
3925,20210620:0900,8.8,24,-0.4,24,-1,24,4.2,-,24,D
3925,20210621:0900,14,24,-0.3,24,-0.2,24,6.9,-,24,D
3925,20210622:0900,15.5,24,-2.3,24,-5.2,24,6.6,-,24,D
3925,20210623:0900,12,24,-1.4,24,-4.4,24,5.3,-,24,D
3925,20210624:0900,10.3,24,-0.6,24,-1.3,24,4.9,-,24,D
3925,20210625:0900,11,24,3.3,24,2.7,24,7.2,-,24,D
3925,20210626:0900,14.6,24,9.2,24,9.7,24,11.9,-,24,D
3925,20210627:0900,15.3,24,10.7,24,10.4,24,13,-,24,D
3925,20210628:0900,12.8,24,7.4,24,7.1,24,10.1,-,24,D
3925,20210629:0900,7.8,24,-0.5,24,-3.9,24,3.7,-,24,D
3925,20210630:0900,8.8,24,-3.3,24,-6.4,24,2.8,-,24,D
3925,20210701:0900,8.6,24,-2.9,24,-4.7,24,2.9,-,24,D
3925,20210702:0900,8.8,24,-1.3,24,-4,24,3.8,-,24,D
3925,20210703:0900,11.5,24,-1,24,-4.6,24,5.3,-,24,D
3925,20210704:0900,4.2,24,-1.1,24,-2.1,24,1.6,-,24,D
3925,20210705:0900,8.3,24,-2.2,24,-4.8,24,3.1,-,24,D
3925,20210706:0900,5.1,24,-1.7,24,-1.3,24,1.7,-,24,D
3925,20210707:0900,12.2,24,4.8,24,5.1,24,8.5,-,24,D
3925,20210708:0900,11.2,24,2.8,24,-0.2,24,7,-,24,D
3925,20210709:0900,8.4,24,3.4,24,1.7,24,5.9,-,24,D
3925,20210710:0900,7.2,24,3.8,24,2.6,24,5.5,-,24,D
3925,20210711:0900,10,24,-1,24,-2.9,24,4.5,-,24,D
3925,20210712:0900,8.4,24,-2,24,-4.2,24,3.2,-,24,D
3925,20210713:0900,7.7,24,-1.9,24,-2.9,24,2.9,-,24,D
3925,20210714:0900,3.5,24,-2.2,24,-2.9,24,0.7,-,24,D
3925,20210715:0900,6.7,24,-1.9,24,-1,24,2.4,-,24,D
3925,20210716:0900,12.9,24,6,24,6.5,24,9.5,-,24,D
3925,20210717:0900,14.4,24,11.5,24,12,24,13,-,24,D
3925,20210718:0900,13.6,24,7,24,4.9,24,10.3,-,24,D
3925,20210719:0900,11.9,24,4,24,-0.2,24,8,-,24,D
3925,20210720:0900,11.8,24,4.9,24,1.5,24,8.4,-,24,D
3925,20210721:0900,10.8,24,4,24,1.9,24,7.4,-,24,D
3925,20210722:0900,11.4,24,5.4,24,6.3,24,8.4,-,24,D
3925,20210723:0900,12.1,24,1.6,24,-0.7,24,6.9,-,24,D
3925,20210724:0900,11.4,24,2.1,24,1.7,24,6.8,-,24,D
3925,20210725:0900,10.8,24,2.3,24,-0.7,24,6.6,-,24,D
3925,20210726:0900,10.9,24,4.7,24,5.7,24,7.8,-,24,D
3925,20210727:0900,12.5,24,7.1,24,7.3,24,9.8,-,24,D
3925,20210728:0900,11.2,24,5.1,24,2.2,24,8.2,-,24,D
3925,20210729:0900,12.3,24,5.3,24,2.5,24,8.8,-,24,D
3925,20210730:0900,15.6,24,5.6,24,2.9,24,10.6,-,24,D
3925,20210731:0900,13.6,24,3.8,24,1.3,24,8.7,-,24,D
3925,20210801:0900,15.6,24,4.6,24,1.9,24,10.1,-,24,D
3925,20210802:0900,12.1,24,6.2,24,7.1,24,9.2,-,24,D
3925,20210803:0900,15.1,24,5.7,24,5.2,24,10.4,-,24,D
3925,20210804:0900,11.8,24,-3.4,24,-7.4,24,4.2,-,24,D
3925,20210805:0900,12.7,24,-1.6,24,-0.8,24,5.6,-,24,D
3925,20210806:0900,10.5,24,3.3,24,-0.5,24,6.9,-,24,D
3925,20210807:0900,14.4,24,4.9,24,1,24,9.7,-,24,D
3925,20210808:0900,11.3,24,3.4,24,0.7,24,7.4,-,24,D
3925,20210809:0900,5.9,24,-0.4,24,-4.4,24,2.8,-,24,D
3925,20210810:0900,9.4,24,-4.1,24,-7,24,2.7,-,24,D
3925,20210811:0900,8.5,24,-1.5,24,-0.7,24,3.5,-,24,D
3925,20210812:0900,11.2,24,5.7,24,6.1,24,8.5,-,24,D
3925,20210813:0900,13.7,24,6.1,24,2.8,24,9.9,-,24,D
3925,20210814:0900,12.9,24,4.7,24,1.9,24,8.8,-,24,D
3925,20210815:0900,11,24,2.4,24,-0.6,24,6.7,-,24,D
3925,20210816:0900,11.9,24,3.9,24,3.6,24,7.9,-,24,D
3925,20210817:0900,13.6,24,6.3,24,7.5,24,10,-,24,D
3925,20210818:0900,9.5,24,4,24,3.6,24,6.8,-,24,D
3925,20210819:0900,12.8,24,1.9,24,-1.2,24,7.4,-,24,D
3925,20210820:0900,13.4,24,4.4,24,5.2,24,8.9,-,24,D
3925,20210821:0900,12.5,24,0.1,24,-3.9,24,6.3,-,24,D
3925,20210822:0900,13.8,24,1.3,24,-1.3,24,7.6,-,24,D
3925,20210823:0900,14.8,24,4.1,24,5.5,24,9.5,-,24,D
3925,20210824:0900,13.8,24,7.9,24,5.9,24,10.9,-,24,D
3925,20210825:0900,14.9,24,6.4,24,3.6,24,10.7,-,24,D
3925,20210826:0900,14.8,24,6.7,24,3,24,10.8,-,24,D
3925,20210827:0900,12.4,24,9,24,10,24,10.7,-,24,D
3925,20210828:0900,17.4,24,10.3,24,9.8,24,13.9,-,24,D
3925,20210829:0900,14.4,24,7.2,24,4.3,24,10.8,-,24,D
3925,20210830:0900,15.5,24,5.3,24,2.7,24,10.4,-,24,D
3925,20210831:0900,16.5,24,-1.3,24,-4.7,24,7.6,-,24,D
3925,20210901:0900,16.7,24,-1.1,24,-4.1,24,7.8,-,24,D
3925,20210902:0900,15.8,24,3,24,-0.7,24,9.4,-,24,D
3925,20210903:0900,17.2,24,1.5,24,-1.5,24,9.4,-,24,D
3925,20210904:0900,15.6,24,5.5,24,2.7,24,10.6,-,24,D
3925,20210905:0900,14.6,24,4.8,24,0.3,24,9.7,-,24,D
3925,20210906:0900,14.4,24,6.3,24,3.5,24,10.4,-,24,D
3925,20210907:0900,13.7,24,9,24,8.6,24,11.4,-,24,D
3925,20210908:0900,13.2,24,4,24,3.8,24,8.6,-,24,D
3925,20210909:0900,11.7,24,4,24,4,24,7.9,-,24,D
3925,20210910:0900,13.1,24,5.3,24,6.5,24,9.2,-,24,D
3925,20210911:0900,13,24,4.8,24,3.1,24,8.9,-,24,D
3925,20210912:0900,11.4,24,4.3,24,2.4,24,7.9,-,24,D
3925,20210913:0900,13.4,24,5.2,24,7.6,24,9.3,-,24,D
3925,20210914:0900,12.1,24,1.6,24,-1,24,6.9,-,24,D
3925,20210915:0900,14.4,24,1.4,24,-2,24,7.9,-,24,D
3925,20210916:0900,15,24,0.4,24,-1.8,24,7.7,-,24,D
3925,20210917:0900,15.8,24,1.4,24,-4,24,8.6,-,24,D
3925,20210918:0900,16,24,2.4,24,-1.9,24,9.2,-,24,D
3925,20210919:0900,12.7,24,6.4,24,6.2,24,9.6,-,24,D
3925,20210920:0900,14.1,24,7.4,24,5,24,10.8,-,24,D
3925,20210921:0900,15.2,24,7.4,24,6,24,11.3,-,24,D
3925,20210922:0900,12.4,24,8.2,24,7.6,24,10.3,-,24,D
3925,20210923:0900,13.7,24,9.4,24,8.7,24,11.6,-,24,D
3925,20210924:0900,17,24,7.5,24,3.9,24,12.3,-,24,D
3925,20210925:0900,17,24,5.9,24,2.9,24,11.5,-,24,D
3925,20210926:0800,13.4,24,5.9,24,3.2,24,9.7,-,24,D
3925,20210927:0800,12.5,24,0.5,24,-2.4,24,6.5,-,24,D
3925,20210928:0800,15.3,24,-0.5,24,-2.7,24,7.4,-,24,D
3925,20210929:0800,14.8,24,1.8,24,-1.6,24,8.3,-,24,D
3925,20210930:0800,13.2,24,5.7,24,5,24,9.5,-,24,D
3925,20211001:0800,12.6,24,4.7,24,1.3,24,8.7,-,24,D
3925,20211002:0800,15.4,24,7.1,24,5,24,11.3,-,24,D
3925,20211003:0800,17,24,6.6,24,4,24,11.8,-,24,D
3925,20211004:0800,17.8,24,9.1,24,9.2,24,13.5,-,24,D
3925,20211005:0800,16.2,24,9.3,24,6.4,24,12.8,-,24,D
3925,20211006:0800,18.3,24,10.2,24,9,24,14.3,-,24,D
3925,20211007:0800,15,24,11.3,24,12,24,13.2,-,24,D
3925,20211008:0800,19.8,24,9.4,24,6.4,24,14.6,-,24,D
3925,20211009:0800,18.6,24,8.7,24,6,24,13.7,-,24,D
3925,20211010:0800,16.9,24,7.9,24,4.8,24,12.4,-,24,D
3925,20211011:0800,17.2,24,7.7,24,5.5,24,12.5,-,24,D
3925,20211012:0800,13.1,24,5.9,24,3.8,24,9.5,-,24,D
3925,20211013:0800,13.6,24,2.2,24,-0.8,24,7.9,-,24,D
3925,20211014:0800,15,24,1.3,24,-1.1,24,8.2,-,24,D
3925,20211015:0800,18.3,24,1.3,24,-0.6,24,9.8,-,24,D
