Date(NZST),Radiation(MJ/m2)
20200226,20.46
20200227,13.26
20200228,8.62
20200229,23.78
20200301,19.56
20200302,13.04
20200303,7.48
20200304,16.53
20200305,23.19
20200306,22.25
20200307,14.88
20200308,9.69
20200309,18.11
20200310,15.67
20200311,18.9
20200312,17.58
20200313,13.31
20200314,19.68
20200315,12.19
20200316,18.39
20200317,20.5
20200318,17.77
20200319,11.98
20200320,15.01
20200321,3.18
20200322,13.57
20200323,9.41
20200324,10.37
20200325,9.61
20200326,12.26
20200327,8.99
20200328,17.65
20200329,6.23
20200330,14.06
20200331,12.29
20200401,14.23
20200402,15.64
20200403,14.61
20200404,15.11
20200405,12.96
20200406,7.76
20200407,5.67
20200408,9.57
20200409,11.47
20200410,14.23
20200411,12.02
20200412,6.48
20200413,4.55
20200414,10.57
20200415,6.33
20200416,8.04
20200417,3.35
20200418,9.14
20200419,6.3
20200420,5.51
20200421,9.47
20200422,9.63
20200423,3.2
20200424,10.15
20200425,4.69
20200426,10.08
20200427,2.47
20200428,11.53
20200429,9.18
20200430,8.35
20200501,7
20200502,3.24
20200503,5.96
20200504,1.79
20200505,4.6
20200506,9.25
20200507,5.34
20200508,5.7
20200509,4.76
20200510,4.17
20200511,2.64
20200512,4.11
20200513,6.13
20200514,6.02
20200515,6.82
20200516,5.12
20200517,6.06
20200518,6.46
20200519,6.14
20200520,8.25
20200521,5.8
20200522,5.43
20200523,3.75
20200524,1.47
20200525,5.01
20200526,7.82
20200527,6.86
20200528,6.35
20200529,4.04
20200530,6.78
20200531,6.54
20200601,6.1
20200602,5.82
20200603,4.23
20200604,2.24
20200605,5.92
20200606,2.81
20200607,3.85
20200608,3.97
20200609,4.67
20200610,5.79
20200611,4.17
20200612,3.77
20200613,4.15
20200614,4.18
20200615,2.32
20200616,2.39
20200617,5.77
20200618,1.88
20200619,4.15
20200620,6.58
20200621,6.62
20200622,6.1
20200623,6.02
20200624,5.55
20200625,6.5
20200626,5.73
20200627,4.68
20200628,4.62
20200629,3.23
20200630,7
20200701,7.22
20200702,7.03
20200703,6.72
20200704,2.04
20200705,3.03
20200706,4.86
20200707,3.65
20200708,4.43
20200709,6.85
20200710,5.96
20200711,3.46
20200712,2.45
20200713,5.97
20200714,5.2
20200715,4.62
20200716,3.92
20200717,6.84
20200718,6.75
20200719,2.99
20200720,6.01
20200721,2.76
20200722,4.87
20200723,3.43
20200724,5.52
20200725,6.07
20200726,5.32
20200727,8.56
20200728,3.3
20200729,4.69
20200730,3.69
20200731,3.97
20200801,4.27
20200802,5.77
20200803,4.57
20200804,6.69
20200805,8.82
20200806,5.56
20200807,5.9
20200808,10.49
20200809,6.72
20200810,7.29
20200811,10.2
20200812,9.83
20200813,10.45
20200814,10.88
20200815,10.7
20200816,10.34
20200817,12.34
20200818,8.28
20200819,3.4
20200820,5.56
20200821,3.7
20200822,6.26
20200823,7.8
20200824,7.64
20200825,7.5
20200826,12.21
20200827,12.15
20200828,9.57
20200829,5.52
20200830,7.34
20200831,10.37
20200901,4.61
20200902,15.22
20200903,13.64
20200904,8.88
20200905,4.79
20200906,5.3
20200907,16.51
20200908,15.08
20200909,7.87
20200910,7.75
20200911,15.61
20200912,16.82
20200913,9.07
20200914,8.83
20200915,6.45
20200916,11.7
20200917,1.55
20200918,12.11
20200919,15.01
20200920,10.37
20200921,9.28
20200922,15.06
20200923,14.19
20200924,15.37
20200925,15.09
20200926,10.04
20200927,10.65
20200928,6.65
20200929,9.52
20200930,13.5
20201001,13.89
20201002,14.14
20201003,8.79
20201004,19.37
20201005,20.54
20201006,7.86
20201007,14.64
20201008,15.1
20201009,20.92
20201010,5.2
20201011,4.25
20201012,16.41
20201013,13.71
20201014,19.93
20201015,24.38
20201016,17.87
20201017,12.79
20201018,13.26
20201019,5.36
20201020,16.69
20201021,21.23
20201022,25.64
20201023,22.71
20201024,22.42
20201025,17.12
20201026,7.84
20201027,8.85
20201028,15.79
20201029,4.38
20201030,8.69
20201031,11.17
20201101,22.65
20201102,9.4
20201103,6.65
20201104,14.65
20201105,10.85
20201106,8.89
20201107,7.6
20201108,10.17
20201109,27.26
20201110,22.87
20201111,28.9
20201112,26.19
20201113,22.87
20201114,19.09
20201115,20.07
20201116,21.06
20201117,17.43
20201118,17.5
20201119,25.93
20201120,24.55
20201121,15.57
20201122,27.89
20201123,20.28
20201124,24.23
20201125,14.69
20201126,26.59
20201127,19.93
20201128,25.82
20201129,26.74
20201130,4.95
20201201,31.2
20201202,20.88
20201203,23.04
20201204,10.85
20201205,10.3
20201206,17.57
20201207,26.76
20201208,15.95
20201209,11.73
20201210,31.31
20201211,17.18
20201212,15.64
20201213,27.72
20201214,26.57
20201215,22.3
20201216,32.36
20201217,29.22
20201218,21.46
20201219,26.41
20201220,17.35
20201221,12.22
20201222,25.32
20201223,5.58
20201224,21.47
20201225,16.19
20201226,21.2
20201227,22.05
20201228,32.91
20201229,30.73
20201230,29
20201231,25.28
20210101,20.85
20210102,15.59
20210103,13.83
20210104,28.17
20210105,11.92
20210106,20.91
20210107,14.77
20210108,19.08
20210109,25.67
20210110,23.91
20210111,26.97
20210112,30.68
20210113,29.37
20210114,28.71
20210115,30.03
20210116,27.12
20210117,13.42
20210118,10.86
20210119,7.38
20210120,8.1
20210121,6.7
20210122,17.02
20210123,11.3
20210124,21.99
20210125,21.14
20210126,28.83
20210127,27.23
20210128,21.16
20210129,26.12
20210130,29.2
20210131,28.97
20210201,27.41
20210202,25.99
20210203,28.44
20210204,21.84
20210205,26.83
20210206,22.57
20210207,21.99
20210208,14.25
20210209,7.78
20210210,20.36
20210211,22.05
20210212,26.77
20210213,20.4
20210214,16.56
20210215,18.35
20210216,26.32
20210217,26.38
20210218,23.99
20210219,24.45
20210220,25.81
20210221,26.1
20210222,24.03
20210223,17.78
20210224,10.99
20210225,11.23
20210226,16.79
20210227,21.47
20210228,17.45
20210301,8.08
20210302,9.17
20210303,13.04
20210304,12.64
20210305,13.9
20210306,17.33
20210307,15.83
20210308,10.34
20210309,11.98
20210310,10.71
20210311,17.21
20210312,17.52
20210313,21.29
20210314,19.81
20210315,7.42
20210316,16.2
20210317,19.47
20210318,20.57
20210319,19.56
20210320,8.51
20210321,19.42
20210322,12.62
20210323,13.91
20210324,16.55
20210325,15.9
20210326,15.97
20210327,8.56
20210328,4.52
20210329,8.22
20210330,15.91
20210331,9.34
20210401,17.32
20210402,3.87
20210403,13.49
20210404,8.67
20210405,8.73
20210406,13.78
20210407,15.23
20210408,14.05
20210409,8.35
20210410,3.77
20210411,6.31
20210412,2.27
20210413,3.17
20210414,13.91
20210415,5.1
20210416,5.18
20210417,14.07
20210418,7.85
20210419,8.35
20210420,4.9
20210421,12.22
20210422,7.48
20210423,3.24
20210424,8.77
20210425,4.27
20210426,7.19
20210427,9.49
20210428,9.74
20210429,8.69
20210430,3.17
20210501,10.85
20210502,9.42
20210503,9.56
20210504,5.23
20210505,5.73
20210506,9.97
20210507,6.1
20210508,3.09
20210509,4.82
20210510,4.75
20210511,3.13
20210512,5.78
20210513,8.5
20210514,8.01
20210515,8.28
20210516,1.63
20210517,5.89
20210518,3.77
20210519,2.63
20210520,5.55
20210521,4.43
20210522,7.83
20210523,5.31
20210524,8.12
20210525,8.07
20210526,7.86
20210527,5.92
20210528,3.21
20210529,1.31
20210530,0.59
20210531,4.75
20210601,7.37
20210602,4.97
20210603,5.31
20210604,3.23
20210605,3.72
20210606,1.55
20210607,2.29
20210608,5.54
20210609,5.01
20210610,6.74
20210611,2.99
20210612,3.42
20210613,1.67
20210614,3.1
20210615,2.73
20210616,3.76
20210617,3.52
20210618,5.72
20210619,2.25
20210620,5.77
20210621,6.48
20210622,6.6
20210623,5.3
20210624,3.33
20210625,2.23
20210626,1.3
20210627,1.97
20210628,2.73
20210629,6.85
20210630,6.48
20210701,6.07
20210702,6.4
20210703,3.29
20210704,4.82
20210705,2.96
20210706,1.12
20210707,4.62
20210708,3.56
20210709,3.01
20210710,5.37
20210711,5.24
20210712,6.45
20210713,3.61
20210714,3.95
20210715,3.19
20210716,0.4
20210717,1.16
20210718,2.22
20210719,4.95
20210720,3.79
20210721,3.19
20210722,2.63
20210723,5.71
20210724,6.1
20210725,2.55
20210726,1.64
20210727,4.14
20210728,5.73
20210729,8.58
20210730,3.44
20210731,7.82
20210801,3.49
20210802,7.22
20210803,5.21
20210804,8.71
20210805,3.89
20210806,9.47
20210807,5.81
20210808,1.86
20210809,10.04
20210810,5.39
20210811,4.24
20210812,6.03
20210813,7.26
20210814,5.18
20210815,7.19
20210816,6.49
20210817,1.91
20210818,11.07
20210819,8.8
20210820,11.27
20210821,10.06
20210822,7.19
20210823,5.03
20210824,7.32
20210825,8.44
20210826,4.54
20210827,5.7
20210828,4.09
20210829,6.41
20210830,13.91
20210831,14.37
20210901,14.33
20210902,13.27
20210903,10.81
20210904,7.58
20210905,8.56
20210906,6.11
20210907,5.82
20210908,9.54
20210909,5.77
20210910,1.37
20210911,9.46
20210912,9.35
20210913,2.14
20210914,15.35
20210915,14.48
20210916,15.75
20210917,17.84
20210918,10.71
20210919,9.73
20210920,12.31
20210921,2.9
20210922,6.88
20210923,5.31
20210924,13.26
20210925,2.09
20210926,14.3
20210927,13.69
20210928,18.82
20210929,8.97
20210930,14.6
20211001,12.81
20211002,13.68
20211003,14.56
20211004,6.25
20211005,13.44
20211006,4.66
20211007,16.15
20211008,10.67
20211009,14.36
20211010,15.37
20211011,6.58
20211012,14.97
20211013,17.21
20211014,21.67
20211015,20.79
20211016,19.06
20211017,5.1
20211018,12.07
20211019,9.49
20211020,23.25
20211021,23.29
20211022,23.49
20211023,15.54
20211024,9.86
20211025,20.68
20211026,6.6
20211027,16.56
20211028,14.02
20211029,15.35
20211030,20.22
20211031,14.22
20211101,18.85
20211102,21.64
20211103,26.61
20211104,24.76
20211105,22.63
20211106,27.07
20211107,23.87
20211108,26.59
20211109,21.36
20211110,19.8
20211111,13.16
20211112,15.31
20211113,15.55
20211114,10.18
20211115,21.27
20211116,12.52
20211117,17.68
20211118,24.54
20211119,26.54
20211120,23.95
20211121,4.01
20211122,25.78
20211123,31.07
20211124,25.13
20211125,25.82
20211126,19.69
20211127,5.54
20211128,5.63
20211129,28.34
20211130,27.41
20211201,26.67
20211202,24.75
20211203,8.65
20211204,8.2
20211205,8.44
20211206,5.89
20211207,17.39
20211208,21.02
20211209,8.95
20211210,19.52
20211211,16.36
20211212,12.71
20211213,18.81
20211214,9.91
20211215,16.1
20211216,26.91
20211217,19.95
20211218,18.43
20211219,28.88
20211220,19.22
20211221,12.86
20211222,22.58
20211223,29.56
20211224,32.77
20211225,13.28
20211226,16.78
20211227,20.71
20211228,9.59
20211229,24.86
20211230,18.63
20211231,26.34
20220101,30.28
20220102,29.55
20220103,27.08
20220104,25.56
20220105,31.02
20220106,19.94
20220107,22.96
20220108,18.09
20220109,15.64
20220110,22.15
20220111,24.36
20220112,27.1
20220113,29.92
20220114,32.1
20220115,31.28
20220116,31.78
20220117,30.93
20220118,30.34
20220119,11.99
20220120,18.5
20220121,28.99
20220122,31.03
20220123,28.82
20220124,29.84
20220125,9.15
20220126,19.95
20220127,31.41
20220128,22.42
20220129,30.91
20220130,27.94
20220131,29.12
20220201,19.99
20220202,5.71
20220203,13.45
20220204,4.68
20220205,6.91
20220206,18.44
20220207,22.17
20220208,27.69
20220209,2.71
20220210,8.03
20220211,17.63
20220212,3.36
20220213,9.09
20220214,27.47
20220215,25.24
20220216,22.87
20220217,22.85
20220218,21.4
20220219,7.32
20220220,25.43
20220221,25.55
20220222,17.31
20220223,16.08
20220224,24.14
20220225,23.57
20220226,23.52
20220227,18.3
20220228,22.07
20220301,22.53
20220302,24.93
20220303,22.36
20220304,17.03
20220305,17.82
20220306,15.46
20220307,19.62
20220308,22.48
20220309,22.47
20220310,22.79
20220311,8.45
20220312,19.95
20220313,22.33
20220314,22.46
20220315,21.47
20220316,22.11
20220317,18.8
20220318,17.67
20220319,14.13
20220320,11.88
20220321,4.2
20220322,6.61
20220323,13.06
20220324,11.12
20220325,19.4
20220326,19.42
20220327,19.22
20220328,18.97
20220329,17.07
20220330,14.74
20220331,14.71
20220401,12.32
20220402,14.98
20220403,17.67
20220404,17.26
20220405,5.54
20220406,5.4
20220407,17.05
20220408,8.56
20220409,13.53
20220410,13.4
20220411,8.49
20220412,5.42
20220413,14.86
20220414,15.14
20220415,9.62
20220416,5.83
20220417,15.1
20220418,14.14
20220419,12.22
20220420,4.3
20220421,7.02
20220422,10.35
20220423,8.11
20220424,6.17
20220425,9.95
20220426,9.5
20220427,10.49
20220428,9.71
20220429,10.34
20220430,9.51
20220501,4.44
20220502,5
20220503,8.29
20220504,10.39
20220505,6.92
20220506,10.16
20220507,6.33
20220508,2.32
20220509,6.59
20220510,10.77
20220511,10.02
20220512,6.74
20220513,3.95
20220514,2.87
20220515,1.98
20220516,5.36
20220517,3.39
20220518,5.06
20220519,1.45
20220520,2.07
20220521,4.48
20220522,3.07
20220523,7.79
20220524,5.73
20220525,3.43
20220526,7.14
20220527,6.66
20220528,4.27
20220529,4.29
20220530,2.31
20220531,5.87
20220601,1.33
20220602,2.15
20220603,3.61
20220604,7.39
20220605,2.66
20220606,6.35
20220607,2.42
20220608,1.55
20220609,1.43
20220610,2.33
20220611,3.05
20220612,0.78
20220613,1.41
20220614,1.55
20220615,3.15
20220616,3.84
20220617,2.82
20220618,2.14
20220619,6.89
20220620,7.51
20220621,6.44
20220622,6.09
20220623,4.78
20220624,2.51
20220625,4.4
20220626,4.17
20220627,3.63
20220628,2.92
20220629,3.93
20220630,3.86
20220701,5.57
20220702,4.45
20220703,3.96
20220704,4.61
20220705,2.54
20220706,7.12
20220707,3.31
20220708,1.72
20220709,1.66
20220710,4.15
20220711,3.26
20220712,3.21
20220713,2.87
20220714,7.59
20220715,5.18
20220716,6.77
20220717,4.05
20220718,1.94
20220719,2.24
20220720,3.72
20220721,5.74
20220722,8.5
20220723,7.43
20220724,6.73
20220725,1.56
20220726,5.1
20220727,3.55
20220728,4
20220729,5.58
20220730,2.06
20220731,7.85
20220801,7.42
20220802,3.58
20220803,7.28
20220804,7.52
20220805,5.37
20220806,1.1
20220807,7.63
20220808,4.2
20220809,4.4
20220810,11.23
20220811,11.37
20220812,10.68
20220813,10.96
20220814,8.17
20220815,6.62
20220816,1.92
20220817,1.95
20220818,2.07
20220819,3.9
20220820,4.04
20220821,3.98
20220822,9.17
20220823,6.58
20220824,8.05
20220825,7.23
20220826,11.11
20220827,13.23
20220828,13.68
20220829,13.77
20220830,9.45
20220831,7.24
20220901,6.34
20220902,5.34
20220903,6.65
20220904,9.71
20220905,8.56
20220906,15.34
20220907,16.32
20220908,13.76
20220909,15.67
20220910,16.39
20220911,15.06
20220912,5.93
20220913,5.99
20220914,17.82
20220915,14.09
20220916,14.02
20220917,10.42
20220918,15.08
20220919,10.14
20220920,3.67
20220921,5.25
20220922,17.44
20220923,16.43
20220924,18.57
20220925,17.11
20220926,16.1
20220927,9.93
20220928,6.26
20220929,8.11
20220930,7.91
20221001,15.07
20221002,12.2
20221003,17.87
20221004,15.31
20221005,10.18
20221006,19.13
20221007,22.5
20221008,22.61
20221009,9.33
20221010,8.29
20221011,15.99
20221012,13.42
20221013,19.44
20221014,23.96
20221015,16.64
20221016,18.81
20221017,18.01
20221018,17.17
20221019,16.07
20221020,20.24
20221021,25.59
20221022,13.95
20221023,20.23
20221024,12.19
20221025,8.23
20221026,12.93
20221027,11.09
20221028,6.38
20221029,4.53
20221030,14.81
20221031,15.71
20221101,25.23
20221102,5.26
20221103,17.04
20221104,17.74
20221105,21.11
20221106,26.49
20221107,22.92
20221108,25.73
20221109,27.36
20221110,28.34
20221111,18.63
20221112,15.87
20221113,26.3
20221114,24.94
20221115,27.57
20221116,19.21
20221117,13.87
20221118,19.7
20221119,11.29
20221120,19.87
20221121,8.88
20221122,7.69
20221123,16.52
20221124,9.53
20221125,15.47
20221126,12.54
20221127,8.25
20221128,20.96
20221129,12.04
20221130,18.03
20221201,19.86
20221202,25.26
20221203,27.61
20221204,22.23
20221205,18.5
20221206,22.76
20221207,28.54
20221208,27.68
20221209,8.22
20221210,26.22
20221211,9.77
20221212,26.97
20221213,28.52
20221214,24.7
20221215,16.79
20221216,15.05
20221217,24.84
20221218,14.77
20221219,14.59
20221220,13.2
20221221,21.39
20221222,16.28
20221223,21.64
20221224,25.78
20221225,27.8
20221226,31.14
20221227,23.79
20221228,28.47
20221229,30.99
20221230,20.93
20221231,28.99
20230101,29.4
20230102,24.09
20230103,23.47
20230104,17.33
20230105,13.41
20230106,15.83
20230107,14.6
20230108,27.1
20230109,31.19
20230110,19.24
20230111,27.1
20230112,32.27
20230113,10.84
20230114,21.26
20230115,20.3
20230116,28.27
20230117,26.54
20230118,24.87
20230119,30.2
20230120,17.14
20230121,29.52
20230122,19.76
20230123,26.47
20230124,27.36
20230125,27.2
20230126,7.81
20230127,25.16
20230128,28.79
20230129,14.59
20230130,12.72
20230131,13.54
20230201,13.33
20230202,12.28
20230203,14.15
20230204,17.59
20230205,7.43
20230206,16.33
20230207,20.08
20230208,19.78
20230209,24.4
20230210,25.22
20230211,25.86
20230212,26.07
20230213,24.94
20230214,14.82
20230215,20.24
20230216,18.63
20230217,25.89
20230218,16.86
20230219,15.96
20230220,21.45
20230221,19.26
20230222,7.82
20230223,15.49
20230224,25.01
20230225,22.34
20230226,16.24
20230227,13.66
20230228,23.95
20230301,19.98
20230302,16.67
20230303,10.58
20230304,18.43
20230305,12.45
20230306,21.08
20230307,13.78
20230308,4.91
20230309,6.77
20230310,17.54
20230311,16.31
20230312,16.61
20230313,14.64
20230314,18.18
20230315,18.87
20230316,10.43
20230317,5.27
20230318,18.21
20230319,19.22
20230320,8.24
20230321,7.31
20230322,19.29
20230323,18.81
20230324,8.2
20230325,8.29
20230326,12.51
20230327,11.14
20230328,8.89
20230329,13.36
20230330,17.34
20230331,14.62
20230401,9.98
20230402,13.06
20230403,16.51
20230404,13.07
20230405,7.27
20230406,10.22
20230407,15.86
20230408,14.94
20230409,8.55
20230410,4.65
20230411,4.91
20230412,4.46
20230413,1.72
20230414,12.9
20230415,13.31
20230416,10.92
20230417,12.58
20230418,2.29
20230419,11.16
20230420,8.29
20230421,2.8
20230422,10.14
20230423,9.03
20230424,12.35
20230425,3.75
20230426,7.66
20230427,9.72
20230428,10.14
20230429,6.91
20230430,5.96
20230501,8.55
20230502,2.27
20230503,2.88
20230504,7.98
20230505,5.11
20230506,8.37
20230507,3.06
20230508,4.17
20230509,1.2
20230510,3.8
20230511,8.32
20230512,9.4
20230513,4.71
20230514,3.23
20230515,7.27
20230516,4.31
20230517,3.4
20230518,4.11
20230519,4.39
20230520,6.38
20230521,3.72
20230522,5.87
20230523,5.83
20230524,7.12
20230525,2.86
20230526,3.87
20230527,5.25
20230528,5.35
20230529,1.43
20230530,2.06
20230531,4.84
20230601,3.2
20230602,4.74
20230603,6.28
20230604,2.18
20230605,7.41
20230606,6.73
20230607,7.06
20230608,5.16
20230609,6.48
20230610,7.11
20230611,4.48
20230612,6.39
20230613,3.97
20230614,4.21
20230615,3.41
20230616,3.46
20230617,6.43
20230618,5.23
20230619,3.92
20230620,5.51
20230621,5.93
20230622,2.6
20230623,3.72
20230624,2.59
20230625,4.03
20230626,1.02
20230627,5.23
20230628,3.92
20230629,4.95
20230630,2.52
20230701,3.4
20230702,2.76
20230703,1.48
20230704,2.61
20230705,3.13
20230706,6.31
20230707,3.6
20230708,3.55
20230709,3.16
20230710,3.97
20230711,3.2
20230712,4.61
20230713,1.78
20230714,2.75
20230715,5.7
20230716,1.76
20230717,3.57
20230718,4.82
20230719,4.35
20230720,6.81
20230721,8.29
20230722,7.16
20230723,2.79
20230724,5.6
20230725,4.79
20230726,8.51
20230727,6.24
20230728,7.96
20230729,7.77
20230730,6.84
20230731,4.03
20230801,5.19
20230802,3.58
20230803,7.46
20230804,4.71
20230805,5.07
20230806,5.92
20230807,7.21
20230808,7.12
20230809,8.37
20230810,10.45
20230811,8.81
20230812,5.21
20230813,6.17
20230814,8.42
20230815,6.99
20230816,8.53
20230817,9.59
20230818,8.69
20230819,1.84
20230820,5.25
20230821,10.88
20230822,11.47
20230823,9.8
20230824,9.15
20230825,11.77
20230826,7.28
20230827,9.85
